Window training time,Source ID,Collection time,Publishing time,Preprocessing time start,Preprocessing time end,Data arrival time
3958921364,50f9fea2,1749932490.9053915,3958921362.304174,3958921364.2376237,3958921364.404024,1749932493.2235525
3958921366,902cf9f4,1749932492.836129,3958921364.230269,3958921366.2030735,3958921366.326128,1749932495.085755
3958921366,902cf9f4,1749932492.836129,3958921364.230269,3958921366.2030735,3958921366.326128,1749932495.2440746
3958921368,c4672d96,1749932494.91113,3958921366.303561,3958921368.198204,3958921368.370694,1749932497.113558
3958921368,c4672d96,1749932494.91113,3958921366.303561,3958921368.198204,3958921368.370694,1749932497.3676813
3958921370,a2460651,1749932496.837603,3958921368.2299,3958921370.063863,3958921370.199255,1749932498.8369067
3958921370,a2460651,1749932496.837603,3958921368.2299,3958921370.063863,3958921370.199255,1749932498.872832
3958921371,902cf9f4,1749932498.671511,3958921370.063779,3958921371.9806542,3958921372.118941,1749932500.7584927
3958921371,902cf9f4,1749932498.671511,3958921370.063779,3958921371.9806542,3958921372.118941,1749932500.8999693
3958921373,a2460651,1749932500.5764916,3958921371.9696403,3958921373.9493537,3958921374.1028857,1749932502.8426716
3958921373,a2460651,1749932500.5764916,3958921371.9696403,3958921373.9493537,3958921374.1028857,1749932503.0129142
3958921375,c4672d96,1749932502.4882762,3958921373.918106,3958921375.853137,3958921376.05291,1749932504.8138726
3958921375,c4672d96,1749932502.4882762,3958921373.918106,3958921375.853137,3958921376.05291,1749932505.0806937
3958921377,330a8659,1749932504.4606092,3958921375.854884,3958921377.764608,3958921377.9730964,1749932506.6457052
3958921377,330a8659,1749932504.4606092,3958921375.854884,3958921377.764608,3958921377.9730964,1749932506.696376
3958921379,c4672d96,1749932506.3700917,3958921377.762608,3958921379.775221,3958921379.9123406,1749932508.5539181
3958921379,c4672d96,1749932506.3700917,3958921377.762608,3958921379.775221,3958921379.9123406,1749932508.850468
3958921381,50f9fea2,1749932508.3656964,3958921379.766813,3958921381.733984,3958921381.8839035,1749932510.6570516
3958921381,50f9fea2,1749932508.3656964,3958921379.766813,3958921381.733984,3958921381.8839035,1749932510.8122787
3958921383,50f9fea2,1749932510.3299806,3958921381.723613,3958921383.6793604,3958921383.8358917,1749932512.4924474
3958921383,50f9fea2,1749932510.3299806,3958921381.723613,3958921383.6793604,3958921383.8358917,1749932512.5168207
3958921385,330a8659,1749932512.273795,3958921383.6730967,3958921385.551851,3958921385.6928782,1749932514.440645
3958921385,330a8659,1749932512.273795,3958921383.6730967,3958921385.551851,3958921385.6928782,1749932514.6969593
3958921387,a2460651,1749932514.1519341,3958921385.544473,3958921387.4990797,3958921387.659337,1749932516.308213
3958921387,a2460651,1749932514.1519341,3958921385.544473,3958921387.4990797,3958921387.659337,1749932516.3789926
3958921389,a2460651,1749932516.0990462,3958921387.494566,3958921389.772821,3958921389.9067087,1749932518.541359
3958921389,a2460651,1749932516.0990462,3958921387.494566,3958921389.772821,3958921389.9067087,1749932518.5773122
3958921392,a2460651,1749932518.372734,3958921389.766687,3958921392.597552,3958921392.7336745,1749932521.3703592
3958921392,a2460651,1749932518.372734,3958921389.766687,3958921392.597552,3958921392.7336745,1749932521.401592
3958921395,c4672d96,1749932521.1927245,3958921392.589163,3958921395.18814,3958921395.338039,1749932524.0787385
3958921395,c4672d96,1749932521.1927245,3958921392.589163,3958921395.18814,3958921395.338039,1749932524.2098677
3958921397,a2460651,1749932523.7772095,3958921395.1747923,3958921397.297941,3958921397.43041,1749932526.1766136
3958921397,a2460651,1749932523.7772095,3958921395.1747923,3958921397.297941,3958921397.43041,1749932526.320771
