Window training time,Source ID,Collection time,Publishing time,Polling time,Preprocessing time start,Preprocessing time end,Data arrival time,training_epoch_start,training_epoch_end,training_round_start,training_round_end,local_model_size,global_model_size
3959098152,31166487,1750109270.2293377,3959098150.134053,3959098150.6573176,3959098152.023833,3959098152.163079,3959098152.567602,1750109272.6782944,1750109273.4381871,0,1750109268.1046638,1750109273.4382062,55315,55389
3959098154,31166487,1750109272.146155,3959098152.0436497,3959098152.690152,3959098154.0648527,3959098154.1885147,3959098154.2360597,1750109274.3467264,1750109275.2264602,0,1750109273.8064435,,55315,55389
3959098154,31166487,1750109272.146155,3959098152.0436497,3959098152.690152,3959098154.0648527,3959098154.1885147,3959098154.216209,1750109274.3267894,1750109275.2394688,0,1750109273.7509882,,55315,55389
3959098154,31166487,1750109272.146155,3959098152.0436497,3959098152.690152,3959098154.0648527,3959098154.1885147,3959098154.328228,1750109274.4389248,1750109275.3642354,0,1750109273.6647742,,55315,55389
3959098155,50931061,1750109274.1515343,3959098154.050746,3959098154.328239,3959098155.9767075,3959098156.10832,3959098156.1377687,1750109276.2482233,1750109277.0840757,0,1750109273.7509882,,55315,55389
3959098155,50931061,1750109274.1515343,3959098154.050746,3959098154.328239,3959098155.9767075,3959098156.10832,3959098156.2820053,1750109276.392484,1750109277.4043055,0,1750109273.8064435,,55315,55389
3959098155,50931061,1750109274.1515343,3959098154.050746,3959098154.328239,3959098155.9767075,3959098156.10832,3959098156.5601373,1750109276.6705415,1750109277.808559,0,1750109273.6647742,,55315,55389
3959098157,31166487,1750109276.0658796,3959098155.9691014,3959098156.6902637,3959098157.880627,3959098158.0119534,3959098158.0356092,1750109278.1459048,1750109278.927315,0,1750109273.7509882,1750109278.927508,55315,55389
3959098157,31166487,1750109276.0658796,3959098155.9691014,3959098156.6902637,3959098157.880627,3959098158.0119534,3959098158.074905,1750109278.1877763,1750109279.1426096,0,1750109273.8064435,1750109279.1426136,55315,55389
3959098157,31166487,1750109276.0658796,3959098155.9691014,3959098156.6902637,3959098157.880627,3959098158.0119534,3959098158.313715,1750109278.424111,1750109279.2229316,0,1750109273.6647742,1750109279.2229347,55315,55389
3959098159,31166487,1750109277.9775777,3959098157.8753576,3959098158.483695,3959098159.832684,3959098160.012423,3959098160.0477557,1750109280.1589534,1750109280.932703,0,1750109279.537489,,55315,55389
3959098159,31166487,1750109277.9775777,3959098157.8753576,3959098158.483695,3959098159.832684,3959098160.012423,3959098160.2071114,1750109280.3176217,1750109281.122232,0,1750109279.4609256,,55315,55389
3959098159,31166487,1750109277.9775777,3959098157.8753576,3959098158.483695,3959098159.832684,3959098160.012423,3959098160.2771435,1750109280.3874133,1750109281.1442266,0,1750109279.5868158,,55315,55389
3959098161,73cc0ebb,1750109279.9278119,3959098159.8285317,3959098160.3807945,3959098161.69913,3959098161.832709,3959098161.8624935,1750109281.9733467,1750109282.9542978,0,1750109279.537489,,55315,55389
3959098161,73cc0ebb,1750109279.9278119,3959098159.8285317,3959098160.3807945,3959098161.69913,3959098161.832709,3959098161.9115825,1750109282.0247836,1750109283.1104922,0,1750109279.4609256,,55315,55389
3959098161,73cc0ebb,1750109279.9278119,3959098159.8285317,3959098160.3807945,3959098161.69913,3959098161.832709,3959098162.211527,1750109282.3215888,1750109283.2343104,0,1750109279.5868158,,55315,55389
3959098163,37f483c2,1750109281.7922912,3959098161.692779,3959098162.329768,3959098163.6737556,3959098163.8089075,3959098163.834557,1750109283.9444673,1750109284.8299515,0,1750109279.537489,1750109284.8299599,55315,55389
3959098163,37f483c2,1750109281.7922912,3959098161.692779,3959098162.329768,3959098163.6737556,3959098163.8089075,3959098163.8677287,1750109283.9777486,1750109284.9003253,0,1750109279.4609256,1750109284.9003298,55315,55389
3959098163,37f483c2,1750109281.7922912,3959098161.692779,3959098162.329768,3959098163.6737556,3959098163.8089075,3959098164.113137,1750109284.2300725,1750109285.1199682,0,1750109279.5868158,1750109285.1199715,55315,55389
3959098165,50931061,1750109283.7879913,3959098163.6893387,3959098164.2352805,3959098165.5587425,3959098165.6926813,3959098165.723733,1750109285.8338377,1750109286.6648839,0,1750109285.348318,,55315,55389
3959098165,50931061,1750109283.7879913,3959098163.6893387,3959098164.2352805,3959098165.5587425,3959098165.6926813,3959098165.845241,1750109285.9596858,1750109286.7156985,0,1750109285.3261018,,55315,55389
3959098165,50931061,1750109283.7879913,3959098163.6893387,3959098164.2352805,3959098165.5587425,3959098165.6926813,3959098166.2614746,1750109286.3713973,1750109286.9608657,0,1750109285.323149,,55315,55389
3959098167,73cc0ebb,1750109285.6504393,3959098165.551738,3959098165.9574485,3959098167.459774,3959098167.5917454,3959098167.6203494,1750109287.7302074,1750109288.5790522,0,1750109285.348318,,55315,55389
3959098167,73cc0ebb,1750109285.6504393,3959098165.551738,3959098165.9574485,3959098167.459774,3959098167.5917454,3959098167.766641,1750109287.8767657,1750109288.7533429,0,1750109285.3261018,,55315,55389
3959098167,73cc0ebb,1750109285.6504393,3959098165.551738,3959098165.9574485,3959098167.459774,3959098167.5917454,3959098168.051903,1750109288.1676068,1750109288.96943,0,1750109285.323149,,55315,55389
3959098169,37f483c2,1750109287.6038437,3959098167.5026407,3959098168.1650047,3959098169.438915,3959098169.583471,3959098169.6158104,1750109289.740432,1750109290.632506,0,1750109285.348318,1750109290.6325107,55315,55389
3959098169,37f483c2,1750109287.6038437,3959098167.5026407,3959098168.1650047,3959098169.438915,3959098169.583471,3959098169.645231,1750109289.7562873,1750109290.659886,0,1750109285.3261018,1750109290.65989,55315,55389
